category,dates,value
최고기온(℃),1963-09-30,19.1
최저기온(℃),1963-09-30,15.0
최고기온(℃),1964-07-01,24.4
최저기온(℃),1964-07-01,22.7
최고기온(℃),1964-07-02,24.0
최저기온(℃),1964-07-02,22.6
최고기온(℃),1964-07-03,25.6
최저기온(℃),1964-07-03,22.2
최고기온(℃),1964-07-04,29.8
최저기온(℃),1964-07-04,22.9
최고기온(℃),1964-07-05,26.2
최저기온(℃),1964-07-05,21.7
최고기온(℃),1964-07-06,26.2
최저기온(℃),1964-07-06,23.2
최고기온(℃),1964-07-07,26.1
최저기온(℃),1964-07-07,23.4
최고기온(℃),1964-07-08,25.5
최저기온(℃),1964-07-08,22.8
최고기온(℃),1964-07-09,24.6
최저기온(℃),1964-07-09,20.6
최고기온(℃),1964-07-10,28.8
최저기온(℃),1964-07-10,20.8
최고기온(℃),1964-07-11,30.1
최저기온(℃),1964-07-11,22.0
최고기온(℃),1964-07-12,30.4
최저기온(℃),1964-07-12,21.7
최고기온(℃),1964-07-13,27.3
최저기온(℃),1964-07-13,22.1
최고기온(℃),1964-07-14,25.9
최저기온(℃),1964-07-14,20.9
최고기온(℃),1964-07-15,29.0
최저기온(℃),1964-07-15,20.0
최고기온(℃),1964-07-16,27.9
최저기온(℃),1964-07-16,21.8
최고기온(℃),1964-07-17,24.2
최저기온(℃),1964-07-17,22.1
최고기온(℃),1964-07-18,29.0
최저기온(℃),1964-07-18,20.8
최고기온(℃),1964-07-19,28.6
최저기온(℃),1964-07-19,19.6
최고기온(℃),1964-07-20,28.9
최저기온(℃),1964-07-20,19.3
최고기온(℃),1964-07-21,28.7
최저기온(℃),1964-07-21,20.0
최고기온(℃),1964-07-22,29.0
최저기온(℃),1964-07-22,21.4
최고기온(℃),1964-07-23,25.0
최저기온(℃),1964-07-23,22.9
최고기온(℃),1964-07-24,29.8
최저기온(℃),1964-07-24,21.8
최고기온(℃),1964-07-25,32.1
최저기온(℃),1964-07-25,19.0
최고기온(℃),1964-07-26,32.4
최저기온(℃),1964-07-26,24.3
최고기온(℃),1964-07-27,33.2
최저기온(℃),1964-07-27,24.0
최고기온(℃),1964-07-28,33.6
최저기온(℃),1964-07-28,24.0
최고기온(℃),1964-07-29,30.8
최저기온(℃),1964-07-29,24.4
최고기온(℃),1964-07-30,28.6
최저기온(℃),1964-07-30,22.7
최고기온(℃),1964-07-31,30.8
최저기온(℃),1964-07-31,23.7
최고기온(℃),1964-08-01,34.5
최저기온(℃),1964-08-01,23.6
최고기온(℃),1964-08-02,34.4
최저기온(℃),1964-08-02,25.3
최고기온(℃),1964-08-03,30.8
최저기온(℃),1964-08-03,25.4
최고기온(℃),1964-08-04,31.8
최저기온(℃),1964-08-04,25.3
최고기온(℃),1964-08-05,32.2
최저기온(℃),1964-08-05,25.4
최고기온(℃),1964-08-06,29.5
최저기온(℃),1964-08-06,25.6
최고기온(℃),1964-08-07,26.8
최저기온(℃),1964-08-07,24.1
최고기온(℃),1964-08-08,27.6
최저기온(℃),1964-08-08,23.0
최고기온(℃),1964-08-09,28.2
최저기온(℃),1964-08-09,23.6
최고기온(℃),1964-08-10,29.6
최저기온(℃),1964-08-10,24.5
최고기온(℃),1964-08-11,26.2
최저기온(℃),1964-08-11,22.5
최고기온(℃),1964-08-12,31.0
최저기온(℃),1964-08-12,24.2
최고기온(℃),1964-08-13,33.0
최저기온(℃),1964-08-13,22.6
최고기온(℃),1964-08-14,31.2
최저기온(℃),1964-08-14,23.9
최고기온(℃),1964-08-15,30.0
최저기온(℃),1964-08-15,24.2
최고기온(℃),1964-08-16,27.4
최저기온(℃),1964-08-16,23.6
최고기온(℃),1964-08-17,34.4
최저기온(℃),1964-08-17,24.4
최고기온(℃),1964-08-18,33.7
최저기온(℃),1964-08-18,25.6
최고기온(℃),1964-08-19,34.2
최저기온(℃),1964-08-19,24.6
최고기온(℃),1964-08-20,30.9
최저기온(℃),1964-08-20,21.6
최고기온(℃),1964-08-21,32.0
최저기온(℃),1964-08-21,22.2
최고기온(℃),1964-08-22,32.9
최저기온(℃),1964-08-22,23.2
최고기온(℃),1964-08-23,31.0
최저기온(℃),1964-08-23,24.1
최고기온(℃),1964-08-24,24.4
최저기온(℃),1964-08-24,21.4
최고기온(℃),1964-08-25,29.3
최저기온(℃),1964-08-25,20.9
최고기온(℃),1964-08-26,29.8
최저기온(℃),1964-08-26,20.4
최고기온(℃),1964-08-27,29.2
최저기온(℃),1964-08-27,19.9
최고기온(℃),1964-08-28,29.3
최저기온(℃),1964-08-28,21.5
최고기온(℃),1964-08-29,30.3
최저기온(℃),1964-08-29,22.4
최고기온(℃),1964-08-30,30.5
최저기온(℃),1964-08-30,22.7
최고기온(℃),1964-08-31,24.8
최저기온(℃),1964-08-31,19.2
최고기온(℃),1964-09-01,24.8
최저기온(℃),1964-09-01,20.8
최고기온(℃),1964-09-02,23.9
최저기온(℃),1964-09-02,22.3
최고기온(℃),1964-09-03,26.8
최저기온(℃),1964-09-03,20.7
최고기온(℃),1964-09-04,24.8
최저기온(℃),1964-09-04,22.6
최고기온(℃),1964-09-05,29.3
최저기온(℃),1964-09-05,21.2
최고기온(℃),1964-09-06,28.0
최저기온(℃),1964-09-06,20.5
최고기온(℃),1964-09-07,30.0
최저기온(℃),1964-09-07,20.0
최고기온(℃),1964-09-08,22.1
최저기온(℃),1964-09-08,18.6
최고기온(℃),1964-09-09,26.6
최저기온(℃),1964-09-09,18.5
최고기온(℃),1964-09-10,28.1
최저기온(℃),1964-09-10,18.5
최고기온(℃),1964-09-11,28.8
최저기온(℃),1964-09-11,17.8
최고기온(℃),1964-09-12,27.3
최저기온(℃),1964-09-12,18.8
최고기온(℃),1964-09-13,26.2
최저기온(℃),1964-09-13,21.7
최고기온(℃),1964-09-14,21.7
최저기온(℃),1964-09-14,18.4
최고기온(℃),1964-09-15,22.0
최저기온(℃),1964-09-15,16.1
최고기온(℃),1964-09-16,25.1
최저기온(℃),1964-09-16,14.5
최고기온(℃),1964-09-17,24.4
최저기온(℃),1964-09-17,13.5
최고기온(℃),1964-09-18,18.2
최저기온(℃),1964-09-18,14.3
최고기온(℃),1964-09-19,22.4
최저기온(℃),1964-09-19,16.1
최고기온(℃),1964-09-20,23.3
최저기온(℃),1964-09-20,15.4
최고기온(℃),1964-09-21,24.0
최저기온(℃),1964-09-21,15.1
최고기온(℃),1964-09-22,23.6
최저기온(℃),1964-09-22,12.6
최고기온(℃),1964-09-23,25.0
최저기온(℃),1964-09-23,13.1
최고기온(℃),1964-09-24,24.4
최저기온(℃),1964-09-24,13.0
최고기온(℃),1964-09-25,24.7
최저기온(℃),1964-09-25,12.0
최고기온(℃),1964-09-26,23.3
최저기온(℃),1964-09-26,14.3
최고기온(℃),1964-09-27,18.6
최저기온(℃),1964-09-27,13.2
최고기온(℃),1964-09-28,22.2
최저기온(℃),1964-09-28,12.7
최고기온(℃),1964-09-29,23.0
최저기온(℃),1964-09-29,11.0
최고기온(℃),1964-09-30,24.4
최저기온(℃),1964-09-30,11.2
최고기온(℃),1965-07-01,31.4
최저기온(℃),1965-07-01,20.9
최고기온(℃),1965-07-02,35.2
최저기온(℃),1965-07-02,19.6
최고기온(℃),1965-07-03,34.6
최저기온(℃),1965-07-03,21.5
최고기온(℃),1965-07-04,24.1
최저기온(℃),1965-07-04,19.4
최고기온(℃),1965-07-05,29.2
최저기온(℃),1965-07-05,20.0
최고기온(℃),1965-07-06,29.2
최저기온(℃),1965-07-06,19.5
최고기온(℃),1965-07-07,28.5
최저기온(℃),1965-07-07,20.4
최고기온(℃),1965-07-08,28.9
최저기온(℃),1965-07-08,19.2
최고기온(℃),1965-07-09,25.0
최저기온(℃),1965-07-09,21.5
최고기온(℃),1965-07-10,24.2
최저기온(℃),1965-07-10,19.2
최고기온(℃),1965-07-11,24.8
최저기온(℃),1965-07-11,18.8
최고기온(℃),1965-07-12,28.4
최저기온(℃),1965-07-12,19.4
최고기온(℃),1965-07-13,29.2
최저기온(℃),1965-07-13,20.0
최고기온(℃),1965-07-14,25.2
최저기온(℃),1965-07-14,20.8
최고기온(℃),1965-07-15,25.6
최저기온(℃),1965-07-15,22.9
최고기온(℃),1965-07-16,25.0
최저기온(℃),1965-07-16,18.4
최고기온(℃),1965-07-17,26.3
최저기온(℃),1965-07-17,21.3
최고기온(℃),1965-07-18,31.4
최저기온(℃),1965-07-18,21.9
최고기온(℃),1965-07-19,30.0
최저기온(℃),1965-07-19,22.7
최고기온(℃),1965-07-20,24.8
최저기온(℃),1965-07-20,21.9
최고기온(℃),1965-07-21,26.2
최저기온(℃),1965-07-21,20.5
최고기온(℃),1965-07-22,26.0
최저기온(℃),1965-07-22,18.6
최고기온(℃),1965-07-23,29.0
최저기온(℃),1965-07-23,19.8
최고기온(℃),1965-07-24,28.2
최저기온(℃),1965-07-24,20.5
최고기온(℃),1965-07-25,30.9
최저기온(℃),1965-07-25,19.8
최고기온(℃),1965-07-26,29.3
최저기온(℃),1965-07-26,22.2
최고기온(℃),1965-07-27,29.0
최저기온(℃),1965-07-27,23.2
최고기온(℃),1965-07-28,31.1
최저기온(℃),1965-07-28,23.2
최고기온(℃),1965-07-29,27.3
최저기온(℃),1965-07-29,22.0
최고기온(℃),1965-07-30,29.4
최저기온(℃),1965-07-30,21.7
최고기온(℃),1965-07-31,30.3
최저기온(℃),1965-07-31,22.8
최고기온(℃),1965-08-01,31.0
최저기온(℃),1965-08-01,22.2
최고기온(℃),1965-08-02,30.6
최저기온(℃),1965-08-02,24.8
최고기온(℃),1965-08-03,25.4
최저기온(℃),1965-08-03,22.5
최고기온(℃),1965-08-04,24.6
최저기온(℃),1965-08-04,21.0
최고기온(℃),1965-08-05,29.6
최저기온(℃),1965-08-05,20.6
최고기온(℃),1965-08-06,25.5
최저기온(℃),1965-08-06,19.4
최고기온(℃),1965-08-07,24.7
최저기온(℃),1965-08-07,19.2
최고기온(℃),1965-08-08,27.5
최저기온(℃),1965-08-08,19.0
최고기온(℃),1965-08-09,29.8
최저기온(℃),1965-08-09,19.8
최고기온(℃),1965-08-10,28.4
최저기온(℃),1965-08-10,20.9
최고기온(℃),1965-08-11,24.4
최저기온(℃),1965-08-11,20.3
최고기온(℃),1965-08-12,30.2
최저기온(℃),1965-08-12,20.7
최고기온(℃),1965-08-13,30.4
최저기온(℃),1965-08-13,22.6
최고기온(℃),1965-08-14,27.4
최저기온(℃),1965-08-14,22.6
최고기온(℃),1965-08-15,30.5
최저기온(℃),1965-08-15,23.3
최고기온(℃),1965-08-16,30.0
최저기온(℃),1965-08-16,23.4
최고기온(℃),1965-08-17,28.8
최저기온(℃),1965-08-17,24.8
최고기온(℃),1965-08-18,29.0
최저기온(℃),1965-08-18,22.8
최고기온(℃),1965-08-19,29.4
최저기온(℃),1965-08-19,23.3
최고기온(℃),1965-08-20,27.5
최저기온(℃),1965-08-20,22.2
최고기온(℃),1965-08-21,27.8
최저기온(℃),1965-08-21,22.2
최고기온(℃),1965-08-22,30.4
최저기온(℃),1965-08-22,21.8
최고기온(℃),1965-08-23,28.5
최저기온(℃),1965-08-23,21.0
최고기온(℃),1965-08-24,26.0
최저기온(℃),1965-08-24,20.7
최고기온(℃),1965-08-25,30.5
최저기온(℃),1965-08-25,21.8
최고기온(℃),1965-08-26,30.4
최저기온(℃),1965-08-26,20.8
최고기온(℃),1965-08-27,30.6
최저기온(℃),1965-08-27,20.2
최고기온(℃),1965-08-28,30.0
최저기온(℃),1965-08-28,21.2
최고기온(℃),1965-08-29,28.1
최저기온(℃),1965-08-29,19.8
최고기온(℃),1965-08-30,24.8
최저기온(℃),1965-08-30,19.8
최고기온(℃),1965-08-31,28.0
최저기온(℃),1965-08-31,20.0
최고기온(℃),1965-09-01,26.8
최저기온(℃),1965-09-01,18.4
최고기온(℃),1965-09-02,27.6
최저기온(℃),1965-09-02,19.0
최고기온(℃),1965-09-03,27.0
최저기온(℃),1965-09-03,18.9
최고기온(℃),1965-09-04,26.8
최저기온(℃),1965-09-04,16.2
최고기온(℃),1965-09-05,26.6
최저기온(℃),1965-09-05,17.0
최고기온(℃),1965-09-06,23.4
최저기온(℃),1965-09-06,17.3
최고기온(℃),1965-09-07,25.5
최저기온(℃),1965-09-07,14.6
최고기온(℃),1965-09-08,26.6
최저기온(℃),1965-09-08,15.3
최고기온(℃),1965-09-09,24.5
최저기온(℃),1965-09-09,16.8
최고기온(℃),1965-09-10,25.6
최저기온(℃),1965-09-10,15.8
최고기온(℃),1965-09-11,26.8
최저기온(℃),1965-09-11,14.2
최고기온(℃),1965-09-12,27.8
최저기온(℃),1965-09-12,15.4
최고기온(℃),1965-09-13,27.6
최저기온(℃),1965-09-13,15.6
최고기온(℃),1965-09-14,27.0
최저기온(℃),1965-09-14,15.7
최고기온(℃),1965-09-15,26.6
최저기온(℃),1965-09-15,14.8
최고기온(℃),1965-09-16,26.7
최저기온(℃),1965-09-16,15.8
최고기온(℃),1965-09-17,27.3
최저기온(℃),1965-09-17,14.2
최고기온(℃),1965-09-18,26.8
최저기온(℃),1965-09-18,14.5
최고기온(℃),1965-09-19,27.2
최저기온(℃),1965-09-19,15.8
최고기온(℃),1965-09-20,28.2
최저기온(℃),1965-09-20,19.1
최고기온(℃),1965-09-21,31.0
최저기온(℃),1965-09-21,17.0
최고기온(℃),1965-09-22,28.8
최저기온(℃),1965-09-22,15.4
최고기온(℃),1965-09-23,29.6
최저기온(℃),1965-09-23,16.4
최고기온(℃),1965-09-24,30.2
최저기온(℃),1965-09-24,18.5
최고기온(℃),1965-09-25,28.2
최저기온(℃),1965-09-25,16.2
최고기온(℃),1965-09-26,26.4
최저기온(℃),1965-09-26,15.6
최고기온(℃),1965-09-27,20.6
최저기온(℃),1965-09-27,13.1
최고기온(℃),1965-09-28,21.2
최저기온(℃),1965-09-28,10.0
최고기온(℃),1965-09-29,24.1
최저기온(℃),1965-09-29,11.9
최고기온(℃),1965-09-30,27.1
최저기온(℃),1965-09-30,16.0
최고기온(℃),1966-07-01,20.5
최저기온(℃),1966-07-01,17.0
최고기온(℃),1966-07-02,26.0
최저기온(℃),1966-07-02,15.8
최고기온(℃),1966-07-03,27.5
최저기온(℃),1966-07-03,15.2
최고기온(℃),1966-07-04,27.5
최저기온(℃),1966-07-04,17.7
최고기온(℃),1966-07-05,30.6
최저기온(℃),1966-07-05,18.3
최고기온(℃),1966-07-06,27.8
최저기온(℃),1966-07-06,20.6
최고기온(℃),1966-07-07,22.5
최저기온(℃),1966-07-07,19.2
최고기온(℃),1966-07-08,25.7
최저기온(℃),1966-07-08,19.0
최고기온(℃),1966-07-09,27.7
최저기온(℃),1966-07-09,20.6
최고기온(℃),1966-07-10,27.3
최저기온(℃),1966-07-10,21.6
최고기온(℃),1966-07-11,26.6
최저기온(℃),1966-07-11,19.9
최고기온(℃),1966-07-12,29.3
최저기온(℃),1966-07-12,20.0
최고기온(℃),1966-07-13,30.5
최저기온(℃),1966-07-13,20.0
최고기온(℃),1966-07-14,26.8
최저기온(℃),1966-07-14,22.7
최고기온(℃),1966-07-15,23.8
최저기온(℃),1966-07-15,22.2
최고기온(℃),1966-07-16,24.6
최저기온(℃),1966-07-16,23.2
최고기온(℃),1966-07-17,24.4
최저기온(℃),1966-07-17,22.8
최고기온(℃),1966-07-18,27.0
최저기온(℃),1966-07-18,23.2
최고기온(℃),1966-07-19,24.7
최저기온(℃),1966-07-19,23.3
최고기온(℃),1966-07-20,27.1
최저기온(℃),1966-07-20,24.2
최고기온(℃),1966-07-21,25.2
최저기온(℃),1966-07-21,20.1
최고기온(℃),1966-07-22,27.1
최저기온(℃),1966-07-22,20.2
최고기온(℃),1966-07-23,24.4
최저기온(℃),1966-07-23,21.0
최고기온(℃),1966-07-24,25.0
최저기온(℃),1966-07-24,22.2
최고기온(℃),1966-07-25,25.8
최저기온(℃),1966-07-25,22.0
최고기온(℃),1966-07-26,26.7
최저기온(℃),1966-07-26,23.0
최고기온(℃),1966-07-27,31.4
최저기온(℃),1966-07-27,23.8
최고기온(℃),1966-07-28,30.0
최저기온(℃),1966-07-28,25.0
최고기온(℃),1966-07-29,31.3
최저기온(℃),1966-07-29,24.1
최고기온(℃),1966-07-30,28.7
최저기온(℃),1966-07-30,24.9
최고기온(℃),1966-07-31,29.4
최저기온(℃),1966-07-31,24.4
최고기온(℃),1966-08-01,31.6
최저기온(℃),1966-08-01,25.1
최고기온(℃),1966-08-02,27.9
최저기온(℃),1966-08-02,24.7
최고기온(℃),1966-08-03,31.4
최저기온(℃),1966-08-03,24.3
최고기온(℃),1966-08-04,32.8
최저기온(℃),1966-08-04,23.2
최고기온(℃),1966-08-05,32.8
최저기온(℃),1966-08-05,23.8
최고기온(℃),1966-08-06,33.8
최저기온(℃),1966-08-06,24.2
최고기온(℃),1966-08-07,30.3
최저기온(℃),1966-08-07,24.8
최고기온(℃),1966-08-08,34.7
최저기온(℃),1966-08-08,25.0
최고기온(℃),1966-08-09,32.8
최저기온(℃),1966-08-09,22.8
최고기온(℃),1966-08-10,32.9
최저기온(℃),1966-08-10,22.8
최고기온(℃),1966-08-11,29.8
최저기온(℃),1966-08-11,23.6
최고기온(℃),1966-08-12,32.0
최저기온(℃),1966-08-12,23.7
최고기온(℃),1966-08-13,32.1
최저기온(℃),1966-08-13,23.1
최고기온(℃),1966-08-14,32.2
최저기온(℃),1966-08-14,23.8
최고기온(℃),1966-08-15,34.0
최저기온(℃),1966-08-15,24.0
최고기온(℃),1966-08-16,33.7
최저기온(℃),1966-08-16,25.8
최고기온(℃),1966-08-17,27.3
최저기온(℃),1966-08-17,21.3
최고기온(℃),1966-08-18,29.2
최저기온(℃),1966-08-18,21.0
최고기온(℃),1966-08-19,26.4
최저기온(℃),1966-08-19,20.0
최고기온(℃),1966-08-20,21.3
최저기온(℃),1966-08-20,18.0
최고기온(℃),1966-08-21,30.6
최저기온(℃),1966-08-21,18.0
최고기온(℃),1966-08-22,31.8
최저기온(℃),1966-08-22,22.2
최고기온(℃),1966-08-23,31.8
최저기온(℃),1966-08-23,23.6
최고기온(℃),1966-08-24,30.7
최저기온(℃),1966-08-24,24.8
최고기온(℃),1966-08-25,29.4
최저기온(℃),1966-08-25,25.2
최고기온(℃),1966-08-26,31.2
최저기온(℃),1966-08-26,24.2
최고기온(℃),1966-08-27,32.6
최저기온(℃),1966-08-27,23.8
최고기온(℃),1966-08-28,31.8
최저기온(℃),1966-08-28,23.0
최고기온(℃),1966-08-29,33.0
최저기온(℃),1966-08-29,22.9
최고기온(℃),1966-08-30,33.3
최저기온(℃),1966-08-30,23.3
최고기온(℃),1966-08-31,32.2
최저기온(℃),1966-08-31,25.2
최고기온(℃),1966-09-01,28.4
최저기온(℃),1966-09-01,19.0
최고기온(℃),1966-09-02,19.0
최저기온(℃),1966-09-02,17.7
최고기온(℃),1966-09-03,24.2
최저기온(℃),1966-09-03,18.8
최고기온(℃),1966-09-04,26.6
최저기온(℃),1966-09-04,18.4
최고기온(℃),1966-09-05,19.8
최저기온(℃),1966-09-05,17.5
최고기온(℃),1966-09-06,22.1
최저기온(℃),1966-09-06,17.5
최고기온(℃),1966-09-07,23.7
최저기온(℃),1966-09-07,20.5
최고기온(℃),1966-09-08,27.8
최저기온(℃),1966-09-08,21.6
최고기온(℃),1966-09-09,28.2
최저기온(℃),1966-09-09,19.0
최고기온(℃),1966-09-10,26.4
최저기온(℃),1966-09-10,18.0
최고기온(℃),1966-09-11,23.6
최저기온(℃),1966-09-11,17.2
최고기온(℃),1966-09-12,26.4
최저기온(℃),1966-09-12,17.3
최고기온(℃),1966-09-13,24.6
최저기온(℃),1966-09-13,15.3
최고기온(℃),1966-09-14,22.0
최저기온(℃),1966-09-14,12.8
최고기온(℃),1966-09-15,22.7
최저기온(℃),1966-09-15,10.4
최고기온(℃),1966-09-16,25.7
최저기온(℃),1966-09-16,11.6
최고기온(℃),1966-09-17,27.2
최저기온(℃),1966-09-17,14.4
최고기온(℃),1966-09-18,25.8
최저기온(℃),1966-09-18,16.0
최고기온(℃),1966-09-19,25.4
최저기온(℃),1966-09-19,13.2
최고기온(℃),1966-09-20,25.3
최저기온(℃),1966-09-20,14.4
최고기온(℃),1966-09-21,25.8
최저기온(℃),1966-09-21,16.6
최고기온(℃),1966-09-22,22.3
최저기온(℃),1966-09-22,12.9
최고기온(℃),1966-09-23,25.6
최저기온(℃),1966-09-23,13.5
최고기온(℃),1966-09-24,24.2
최저기온(℃),1966-09-24,14.3
최고기온(℃),1966-09-25,22.2
최저기온(℃),1966-09-25,14.3
최고기온(℃),1966-09-26,22.0
최저기온(℃),1966-09-26,12.6
최고기온(℃),1966-09-27,24.8
최저기온(℃),1966-09-27,11.8
최고기온(℃),1966-09-28,25.5
최저기온(℃),1966-09-28,14.6
최고기온(℃),1966-09-29,25.9
최저기온(℃),1966-09-29,11.4
최고기온(℃),1966-09-30,27.0
최저기온(℃),1966-09-30,13.3
최고기온(℃),1967-07-01,22.1
최저기온(℃),1967-07-01,18.6
최고기온(℃),1967-07-02,21.4
최저기온(℃),1967-07-02,18.4
최고기온(℃),1967-07-03,24.1
최저기온(℃),1967-07-03,20.0
최고기온(℃),1967-07-04,24.4
최저기온(℃),1967-07-04,19.4
최고기온(℃),1967-07-05,27.6
최저기온(℃),1967-07-05,17.6
최고기온(℃),1967-07-06,26.8
최저기온(℃),1967-07-06,18.6
최고기온(℃),1967-07-07,27.2
최저기온(℃),1967-07-07,19.4
최고기온(℃),1967-07-08,30.1
최저기온(℃),1967-07-08,19.6
최고기온(℃),1967-07-09,31.6
최저기온(℃),1967-07-09,20.1
최고기온(℃),1967-07-10,31.3
최저기온(℃),1967-07-10,21.5
최고기온(℃),1967-07-11,28.2
최저기온(℃),1967-07-11,20.8
최고기온(℃),1967-07-12,24.5
최저기온(℃),1967-07-12,21.9
최고기온(℃),1967-07-13,28.2
최저기온(℃),1967-07-13,24.1
최고기온(℃),1967-07-14,29.4
최저기온(℃),1967-07-14,23.1
최고기온(℃),1967-07-15,29.0
최저기온(℃),1967-07-15,23.3
최고기온(℃),1967-07-16,30.4
최저기온(℃),1967-07-16,24.1
최고기온(℃),1967-07-17,32.4
최저기온(℃),1967-07-17,24.0
최고기온(℃),1967-07-18,34.7
