category,dates,value
최고기온(℃),2008-07-24,25.0
최저기온(℃),2008-07-24,20.8
최고기온(℃),2008-07-25,25.9
최저기온(℃),2008-07-25,22.0
최고기온(℃),2008-07-26,23.8
최저기온(℃),2008-07-26,20.7
최고기온(℃),2008-07-27,28.3
최저기온(℃),2008-07-27,22.1
최고기온(℃),2008-07-28,31.2
최저기온(℃),2008-07-28,23.9
최고기온(℃),2008-07-29,32.3
최저기온(℃),2008-07-29,24.7
최고기온(℃),2008-07-30,28.3
최저기온(℃),2008-07-30,24.8
최고기온(℃),2008-07-31,29.5
최저기온(℃),2008-07-31,24.1
최고기온(℃),2008-08-01,31.2
최저기온(℃),2008-08-01,25.6
최고기온(℃),2008-08-02,28.4
최저기온(℃),2008-08-02,25.0
최고기온(℃),2008-08-03,29.8
최저기온(℃),2008-08-03,22.2
최고기온(℃),2008-08-04,31.4
최저기온(℃),2008-08-04,21.0
최고기온(℃),2008-08-05,30.7
최저기온(℃),2008-08-05,21.8
최고기온(℃),2008-08-06,32.9
최저기온(℃),2008-08-06,22.4
최고기온(℃),2008-08-07,33.4
최저기온(℃),2008-08-07,24.2
최고기온(℃),2008-08-08,35.4
최저기온(℃),2008-08-08,25.2
최고기온(℃),2008-08-09,32.6
최저기온(℃),2008-08-09,25.6
최고기온(℃),2008-08-10,34.5
최저기온(℃),2008-08-10,25.3
최고기온(℃),2008-08-11,32.4
최저기온(℃),2008-08-11,26.0
최고기온(℃),2008-08-12,28.9
최저기온(℃),2008-08-12,23.1
최고기온(℃),2008-08-13,31.5
최저기온(℃),2008-08-13,23.7
최고기온(℃),2008-08-14,31.5
최저기온(℃),2008-08-14,24.9
최고기온(℃),2008-08-15,29.6
최저기온(℃),2008-08-15,21.9
최고기온(℃),2008-08-16,23.5
최저기온(℃),2008-08-16,19.9
최고기온(℃),2008-08-17,27.4
최저기온(℃),2008-08-17,20.8
최고기온(℃),2008-08-18,25.0
최저기온(℃),2008-08-18,20.3
최고기온(℃),2008-08-19,27.6
최저기온(℃),2008-08-19,21.8
최고기온(℃),2008-08-20,27.4
최저기온(℃),2008-08-20,20.3
최고기온(℃),2008-08-21,28.6
최저기온(℃),2008-08-21,18.6
최고기온(℃),2008-08-22,22.2
최저기온(℃),2008-08-22,16.3
최고기온(℃),2008-08-23,25.3
최저기온(℃),2008-08-23,18.2
최고기온(℃),2008-08-24,28.2
최저기온(℃),2008-08-24,18.7
최고기온(℃),2008-08-25,28.4
최저기온(℃),2008-08-25,21.0
최고기온(℃),2008-08-26,28.4
최저기온(℃),2008-08-26,20.9
최고기온(℃),2008-08-27,28.2
최저기온(℃),2008-08-27,18.6
최고기온(℃),2008-08-28,29.4
최저기온(℃),2008-08-28,19.6
최고기온(℃),2008-08-29,30.6
최저기온(℃),2008-08-29,20.2
최고기온(℃),2008-08-30,30.9
최저기온(℃),2008-08-30,21.3
최고기온(℃),2008-08-31,29.0
최저기온(℃),2008-08-31,21.1
최고기온(℃),2008-09-01,23.5
최저기온(℃),2008-09-01,17.7
최고기온(℃),2008-09-02,26.9
최저기온(℃),2008-09-02,17.6
최고기온(℃),2008-09-03,28.5
최저기온(℃),2008-09-03,18.3
최고기온(℃),2008-09-04,28.4
최저기온(℃),2008-09-04,20.4
최고기온(℃),2008-09-05,24.7
최저기온(℃),2008-09-05,21.2
최고기온(℃),2008-09-06,30.2
최저기온(℃),2008-09-06,18.9
최고기온(℃),2008-09-07,30.6
최저기온(℃),2008-09-07,19.8
최고기온(℃),2008-09-08,31.1
최저기온(℃),2008-09-08,21.3
최고기온(℃),2008-09-09,29.7
최저기온(℃),2008-09-09,20.8
최고기온(℃),2008-09-10,29.7
최저기온(℃),2008-09-10,20.1
최고기온(℃),2008-09-11,23.8
최저기온(℃),2008-09-11,19.9
최고기온(℃),2008-09-12,29.2
최저기온(℃),2008-09-12,20.8
최고기온(℃),2008-09-13,29.5
최저기온(℃),2008-09-13,17.7
최고기온(℃),2008-09-14,30.2
최저기온(℃),2008-09-14,19.8
최고기온(℃),2008-09-15,29.9
최저기온(℃),2008-09-15,21.6
최고기온(℃),2008-09-16,30.8
최저기온(℃),2008-09-16,18.6
최고기온(℃),2008-09-17,32.0
최저기온(℃),2008-09-17,19.2
최고기온(℃),2008-09-18,31.9
최저기온(℃),2008-09-18,20.4
최고기온(℃),2008-09-19,31.4
최저기온(℃),2008-09-19,20.0
최고기온(℃),2008-09-20,24.7
최저기온(℃),2008-09-20,19.2
최고기온(℃),2008-09-21,29.7
최저기온(℃),2008-09-21,17.6
최고기온(℃),2008-09-22,25.0
최저기온(℃),2008-09-22,19.7
최고기온(℃),2008-09-23,24.9
최저기온(℃),2008-09-23,19.8
최고기온(℃),2008-09-24,23.8
최저기온(℃),2008-09-24,20.1
최고기온(℃),2008-09-25,20.5
최저기온(℃),2008-09-25,12.2
최고기온(℃),2008-09-26,18.4
최저기온(℃),2008-09-26,11.5
최고기온(℃),2008-09-27,20.1
최저기온(℃),2008-09-27,10.3
최고기온(℃),2008-09-28,20.2
최저기온(℃),2008-09-28,12.0
최고기온(℃),2008-09-29,23.8
최저기온(℃),2008-09-29,11.6
최고기온(℃),2008-09-30,23.2
최저기온(℃),2008-09-30,12.7
최고기온(℃),2009-07-01,27.4
최저기온(℃),2009-07-01,20.7
최고기온(℃),2009-07-02,22.3
최저기온(℃),2009-07-02,18.7
최고기온(℃),2009-07-03,27.0
최저기온(℃),2009-07-03,19.3
최고기온(℃),2009-07-04,26.9
최저기온(℃),2009-07-04,19.8
최고기온(℃),2009-07-05,30.0
최저기온(℃),2009-07-05,19.9
최고기온(℃),2009-07-06,29.0
최저기온(℃),2009-07-06,22.0
최고기온(℃),2009-07-07,28.1
최저기온(℃),2009-07-07,22.1
최고기온(℃),2009-07-08,30.3
최저기온(℃),2009-07-08,22.5
최고기온(℃),2009-07-09,25.8
최저기온(℃),2009-07-09,19.4
최고기온(℃),2009-07-10,29.7
최저기온(℃),2009-07-10,18.7
최고기온(℃),2009-07-11,29.2
최저기온(℃),2009-07-11,20.7
최고기온(℃),2009-07-12,24.0
최저기온(℃),2009-07-12,18.8
최고기온(℃),2009-07-13,27.7
최저기온(℃),2009-07-13,19.9
최고기온(℃),2009-07-14,25.6
최저기온(℃),2009-07-14,20.0
최고기온(℃),2009-07-15,25.9
최저기온(℃),2009-07-15,19.9
최고기온(℃),2009-07-16,32.4
최저기온(℃),2009-07-16,21.3
최고기온(℃),2009-07-17,26.6
최저기온(℃),2009-07-17,22.9
최고기온(℃),2009-07-18,27.3
최저기온(℃),2009-07-18,21.1
최고기온(℃),2009-07-19,29.9
최저기온(℃),2009-07-19,20.7
최고기온(℃),2009-07-20,28.5
최저기온(℃),2009-07-20,22.5
최고기온(℃),2009-07-21,29.1
최저기온(℃),2009-07-21,23.2
최고기온(℃),2009-07-22,30.0
최저기온(℃),2009-07-22,21.2
최고기온(℃),2009-07-23,29.9
최저기온(℃),2009-07-23,21.9
최고기온(℃),2009-07-24,30.1
최저기온(℃),2009-07-24,21.2
최고기온(℃),2009-07-25,26.0
최저기온(℃),2009-07-25,19.3
최고기온(℃),2009-07-26,29.1
최저기온(℃),2009-07-26,20.5
최고기온(℃),2009-07-27,27.7
최저기온(℃),2009-07-27,22.1
최고기온(℃),2009-07-28,26.4
최저기온(℃),2009-07-28,22.7
최고기온(℃),2009-07-29,30.4
최저기온(℃),2009-07-29,21.5
최고기온(℃),2009-07-30,30.6
최저기온(℃),2009-07-30,22.6
최고기온(℃),2009-07-31,30.4
최저기온(℃),2009-07-31,24.1
최고기온(℃),2009-08-01,28.9
최저기온(℃),2009-08-01,23.3
최고기온(℃),2009-08-02,29.6
최저기온(℃),2009-08-02,23.0
최고기온(℃),2009-08-03,27.5
최저기온(℃),2009-08-03,23.9
최고기온(℃),2009-08-04,31.2
최저기온(℃),2009-08-04,23.0
최고기온(℃),2009-08-05,32.3
최저기온(℃),2009-08-05,23.0
최고기온(℃),2009-08-06,30.7
최저기온(℃),2009-08-06,23.8
최고기온(℃),2009-08-07,28.5
최저기온(℃),2009-08-07,23.1
최고기온(℃),2009-08-08,28.9
최저기온(℃),2009-08-08,24.7
최고기온(℃),2009-08-09,33.6
최저기온(℃),2009-08-09,24.9
최고기온(℃),2009-08-10,32.0
최저기온(℃),2009-08-10,23.7
최고기온(℃),2009-08-11,27.1
최저기온(℃),2009-08-11,22.4
최고기온(℃),2009-08-12,25.9
최저기온(℃),2009-08-12,22.4
최고기온(℃),2009-08-13,30.9
최저기온(℃),2009-08-13,21.9
최고기온(℃),2009-08-14,33.4
최저기온(℃),2009-08-14,23.3
최고기온(℃),2009-08-15,33.0
최저기온(℃),2009-08-15,22.8
최고기온(℃),2009-08-16,34.4
최저기온(℃),2009-08-16,24.7
최고기온(℃),2009-08-17,30.9
최저기온(℃),2009-08-17,24.0
최고기온(℃),2009-08-18,30.9
최저기온(℃),2009-08-18,25.5
최고기온(℃),2009-08-19,31.8
최저기온(℃),2009-08-19,25.1
최고기온(℃),2009-08-20,29.4
최저기온(℃),2009-08-20,22.7
최고기온(℃),2009-08-21,29.6
최저기온(℃),2009-08-21,20.4
최고기온(℃),2009-08-22,28.2
최저기온(℃),2009-08-22,23.1
최고기온(℃),2009-08-23,30.9
최저기온(℃),2009-08-23,21.4
최고기온(℃),2009-08-24,29.4
최저기온(℃),2009-08-24,21.9
최고기온(℃),2009-08-25,27.6
최저기온(℃),2009-08-25,21.7
최고기온(℃),2009-08-26,26.3
최저기온(℃),2009-08-26,22.1
최고기온(℃),2009-08-27,25.7
최저기온(℃),2009-08-27,21.9
최고기온(℃),2009-08-28,28.6
최저기온(℃),2009-08-28,19.8
최고기온(℃),2009-08-29,26.7
최저기온(℃),2009-08-29,17.9
최고기온(℃),2009-08-30,23.3
최저기온(℃),2009-08-30,18.1
최고기온(℃),2009-08-31,28.3
최저기온(℃),2009-08-31,16.4
최고기온(℃),2009-09-01,28.6
최저기온(℃),2009-09-01,18.7
최고기온(℃),2009-09-02,28.6
최저기온(℃),2009-09-02,18.7
최고기온(℃),2009-09-03,28.6
최저기온(℃),2009-09-03,18.9
최고기온(℃),2009-09-04,29.3
최저기온(℃),2009-09-04,18.8
최고기온(℃),2009-09-05,29.9
최저기온(℃),2009-09-05,20.9
최고기온(℃),2009-09-06,29.9
최저기온(℃),2009-09-06,21.8
최고기온(℃),2009-09-07,24.9
최저기온(℃),2009-09-07,22.6
최고기온(℃),2009-09-08,28.4
최저기온(℃),2009-09-08,19.3
최고기온(℃),2009-09-09,27.2
최저기온(℃),2009-09-09,19.1
최고기온(℃),2009-09-10,27.4
최저기온(℃),2009-09-10,17.3
최고기온(℃),2009-09-11,25.3
최저기온(℃),2009-09-11,17.2
최고기온(℃),2009-09-12,23.9
최저기온(℃),2009-09-12,16.6
최고기온(℃),2009-09-13,25.9
최저기온(℃),2009-09-13,15.3
최고기온(℃),2009-09-14,22.8
최저기온(℃),2009-09-14,17.5
최고기온(℃),2009-09-15,25.1
최저기온(℃),2009-09-15,16.9
최고기온(℃),2009-09-16,25.8
최저기온(℃),2009-09-16,16.6
최고기온(℃),2009-09-17,26.1
최저기온(℃),2009-09-17,16.2
최고기온(℃),2009-09-18,28.5
최저기온(℃),2009-09-18,17.4
최고기온(℃),2009-09-19,26.4
최저기온(℃),2009-09-19,17.6
최고기온(℃),2009-09-20,25.5
최저기온(℃),2009-09-20,16.5
최고기온(℃),2009-09-21,21.6
최저기온(℃),2009-09-21,16.8
최고기온(℃),2009-09-22,25.2
최저기온(℃),2009-09-22,14.4
최고기온(℃),2009-09-23,26.1
최저기온(℃),2009-09-23,15.5
최고기온(℃),2009-09-24,25.5
최저기온(℃),2009-09-24,15.0
최고기온(℃),2009-09-25,23.6
최저기온(℃),2009-09-25,17.4
최고기온(℃),2009-09-26,26.8
최저기온(℃),2009-09-26,15.4
최고기온(℃),2009-09-27,22.5
최저기온(℃),2009-09-27,19.1
최고기온(℃),2009-09-28,25.3
최저기온(℃),2009-09-28,17.5
최고기온(℃),2009-09-29,27.1
최저기온(℃),2009-09-29,17.5
최고기온(℃),2009-09-30,28.1
최저기온(℃),2009-09-30,18.0
최고기온(℃),2010-07-01,30.7
최저기온(℃),2010-07-01,21.9
최고기온(℃),2010-07-02,25.9
최저기온(℃),2010-07-02,23.8
최고기온(℃),2010-07-03,25.7
최저기온(℃),2010-07-03,22.5
최고기온(℃),2010-07-04,29.9
최저기온(℃),2010-07-04,23.4
최고기온(℃),2010-07-05,30.8
최저기온(℃),2010-07-05,23.1
최고기온(℃),2010-07-06,31.6
최저기온(℃),2010-07-06,21.7
최고기온(℃),2010-07-07,29.6
최저기온(℃),2010-07-07,22.4
최고기온(℃),2010-07-08,29.6
최저기온(℃),2010-07-08,21.9
최고기온(℃),2010-07-09,29.8
최저기온(℃),2010-07-09,21.2
최고기온(℃),2010-07-10,29.2
최저기온(℃),2010-07-10,21.7
최고기온(℃),2010-07-11,26.5
최저기온(℃),2010-07-11,22.2
최고기온(℃),2010-07-12,28.6
최저기온(℃),2010-07-12,21.0
최고기온(℃),2010-07-13,31.3
최저기온(℃),2010-07-13,22.0
최고기온(℃),2010-07-14,27.7
최저기온(℃),2010-07-14,21.8
최고기온(℃),2010-07-15,30.0
최저기온(℃),2010-07-15,22.7
최고기온(℃),2010-07-16,27.7
최저기온(℃),2010-07-16,21.6
최고기온(℃),2010-07-17,24.2
최저기온(℃),2010-07-17,22.1
최고기온(℃),2010-07-18,29.1
최저기온(℃),2010-07-18,23.1
최고기온(℃),2010-07-19,30.1
최저기온(℃),2010-07-19,25.0
최고기온(℃),2010-07-20,32.3
최저기온(℃),2010-07-20,24.1
최고기온(℃),2010-07-21,29.7
최저기온(℃),2010-07-21,26.3
최고기온(℃),2010-07-22,29.6
최저기온(℃),2010-07-22,25.9
최고기온(℃),2010-07-23,25.9
최저기온(℃),2010-07-23,23.0
최고기온(℃),2010-07-24,29.3
최저기온(℃),2010-07-24,23.6
최고기온(℃),2010-07-25,30.0
최저기온(℃),2010-07-25,23.5
최고기온(℃),2010-07-26,28.6
최저기온(℃),2010-07-26,23.0
최고기온(℃),2010-07-27,30.8
최저기온(℃),2010-07-27,24.4
최고기온(℃),2010-07-28,31.2
최저기온(℃),2010-07-28,23.7
최고기온(℃),2010-07-29,30.6
최저기온(℃),2010-07-29,24.7
최고기온(℃),2010-07-30,30.8
최저기온(℃),2010-07-30,25.1
최고기온(℃),2010-07-31,30.1
최저기온(℃),2010-07-31,24.9
최고기온(℃),2010-08-01,31.0
최저기온(℃),2010-08-01,26.1
최고기온(℃),2010-08-02,31.8
최저기온(℃),2010-08-02,25.4
최고기온(℃),2010-08-03,32.1
최저기온(℃),2010-08-03,24.0
최고기온(℃),2010-08-04,31.9
최저기온(℃),2010-08-04,25.8
최고기온(℃),2010-08-05,33.8
최저기온(℃),2010-08-05,26.0
최고기온(℃),2010-08-06,31.0
최저기온(℃),2010-08-06,26.3
최고기온(℃),2010-08-07,28.2
최저기온(℃),2010-08-07,24.3
최고기온(℃),2010-08-08,31.6
최저기온(℃),2010-08-08,24.0
최고기온(℃),2010-08-09,33.3
최저기온(℃),2010-08-09,24.1
최고기온(℃),2010-08-10,29.8
최저기온(℃),2010-08-10,24.9
최고기온(℃),2010-08-11,32.7
최저기온(℃),2010-08-11,25.0
최고기온(℃),2010-08-12,26.7
최저기온(℃),2010-08-12,21.7
최고기온(℃),2010-08-13,29.6
최저기온(℃),2010-08-13,21.5
최고기온(℃),2010-08-14,29.1
최저기온(℃),2010-08-14,25.3
최고기온(℃),2010-08-15,30.2
최저기온(℃),2010-08-15,24.6
최고기온(℃),2010-08-16,26.7
최저기온(℃),2010-08-16,22.8
최고기온(℃),2010-08-17,31.8
최저기온(℃),2010-08-17,21.0
최고기온(℃),2010-08-18,31.2
최저기온(℃),2010-08-18,22.2
최고기온(℃),2010-08-19,32.9
최저기온(℃),2010-08-19,24.7
최고기온(℃),2010-08-20,32.2
최저기온(℃),2010-08-20,25.5
최고기온(℃),2010-08-21,32.1
최저기온(℃),2010-08-21,25.1
최고기온(℃),2010-08-22,32.5
최저기온(℃),2010-08-22,25.4
최고기온(℃),2010-08-23,29.1
최저기온(℃),2010-08-23,23.7
최고기온(℃),2010-08-24,25.9
최저기온(℃),2010-08-24,21.9
최고기온(℃),2010-08-25,22.5
최저기온(℃),2010-08-25,19.9
최고기온(℃),2010-08-26,26.7
최저기온(℃),2010-08-26,21.1
최고기온(℃),2010-08-27,31.8
최저기온(℃),2010-08-27,23.8
최고기온(℃),2010-08-28,27.2
최저기온(℃),2010-08-28,24.7
최고기온(℃),2010-08-29,26.0
최저기온(℃),2010-08-29,21.7
최고기온(℃),2010-08-30,29.9
최저기온(℃),2010-08-30,23.1
최고기온(℃),2010-08-31,27.2
최저기온(℃),2010-08-31,22.2
최고기온(℃),2010-09-01,31.4
최저기온(℃),2010-09-01,22.8
최고기온(℃),2010-09-02,26.2
최저기온(℃),2010-09-02,22.2
최고기온(℃),2010-09-03,30.0
최저기온(℃),2010-09-03,22.8
최고기온(℃),2010-09-04,31.2
최저기온(℃),2010-09-04,23.3
최고기온(℃),2010-09-05,30.7
최저기온(℃),2010-09-05,23.1
최고기온(℃),2010-09-06,30.0
최저기온(℃),2010-09-06,22.6
최고기온(℃),2010-09-07,30.8
최저기온(℃),2010-09-07,22.8
최고기온(℃),2010-09-08,24.3
최저기온(℃),2010-09-08,21.6
최고기온(℃),2010-09-09,22.5
최저기온(℃),2010-09-09,19.0
최고기온(℃),2010-09-10,25.8
최저기온(℃),2010-09-10,22.4
최고기온(℃),2010-09-11,26.1
최저기온(℃),2010-09-11,22.4
최고기온(℃),2010-09-12,26.1
최저기온(℃),2010-09-12,21.0
최고기온(℃),2010-09-13,27.9
최저기온(℃),2010-09-13,20.9
최고기온(℃),2010-09-14,28.6
최저기온(℃),2010-09-14,21.1
최고기온(℃),2010-09-15,30.5
최저기온(℃),2010-09-15,19.2
최고기온(℃),2010-09-16,30.0
최저기온(℃),2010-09-16,19.2
최고기온(℃),2010-09-17,28.9
최저기온(℃),2010-09-17,20.1
최고기온(℃),2010-09-18,30.3
최저기온(℃),2010-09-18,21.8
최고기온(℃),2010-09-19,23.8
최저기온(℃),2010-09-19,18.3
최고기온(℃),2010-09-20,26.0
최저기온(℃),2010-09-20,18.2
최고기온(℃),2010-09-21,24.9
최저기온(℃),2010-09-21,17.9
최고기온(℃),2010-09-22,18.8
최저기온(℃),2010-09-22,14.4
최고기온(℃),2010-09-23,22.8
최저기온(℃),2010-09-23,12.1
최고기온(℃),2010-09-24,23.2
최저기온(℃),2010-09-24,11.9
최고기온(℃),2010-09-25,24.1
최저기온(℃),2010-09-25,13.6
최고기온(℃),2010-09-26,24.2
최저기온(℃),2010-09-26,15.2
최고기온(℃),2010-09-27,23.9
최저기온(℃),2010-09-27,14.9
최고기온(℃),2010-09-28,18.6
최저기온(℃),2010-09-28,12.4
최고기온(℃),2010-09-29,16.8
최저기온(℃),2010-09-29,9.8
최고기온(℃),2010-09-30,20.7
최저기온(℃),2010-09-30,8.4
최고기온(℃),2011-07-01,28.6
최저기온(℃),2011-07-01,22.2
최고기온(℃),2011-07-02,26.8
최저기온(℃),2011-07-02,22.7
최고기온(℃),2011-07-03,24.8
최저기온(℃),2011-07-03,20.7
최고기온(℃),2011-07-04,28.0
최저기온(℃),2011-07-04,18.9
최고기온(℃),2011-07-05,30.7
최저기온(℃),2011-07-05,19.0
최고기온(℃),2011-07-06,31.2
최저기온(℃),2011-07-06,20.4
최고기온(℃),2011-07-07,25.3
최저기온(℃),2011-07-07,20.9
최고기온(℃),2011-07-08,24.6
최저기온(℃),2011-07-08,20.6
최고기온(℃),2011-07-09,27.8
최저기온(℃),2011-07-09,20.8
최고기온(℃),2011-07-10,28.4
최저기온(℃),2011-07-10,21.4
최고기온(℃),2011-07-11,22.1
최저기온(℃),2011-07-11,19.9
최고기온(℃),2011-07-12,25.6
최저기온(℃),2011-07-12,20.9
최고기온(℃),2011-07-13,26.2
최저기온(℃),2011-07-13,22.5
최고기온(℃),2011-07-14,24.6
최저기온(℃),2011-07-14,22.3
최고기온(℃),2011-07-15,26.0
최저기온(℃),2011-07-15,21.6
최고기온(℃),2011-07-16,25.3
최저기온(℃),2011-07-16,21.2
최고기온(℃),2011-07-17,29.1
최저기온(℃),2011-07-17,22.2
최고기온(℃),2011-07-18,34.1
최저기온(℃),2011-07-18,24.4
최고기온(℃),2011-07-19,32.7
최저기온(℃),2011-07-19,24.7
최고기온(℃),2011-07-20,32.6
최저기온(℃),2011-07-20,23.6
최고기온(℃),2011-07-21,32.2
최저기온(℃),2011-07-21,22.3
최고기온(℃),2011-07-22,26.6
최저기온(℃),2011-07-22,21.4
최고기온(℃),2011-07-23,29.7
최저기온(℃),2011-07-23,22.9
최고기온(℃),2011-07-24,27.9
최저기온(℃),2011-07-24,22.8
최고기온(℃),2011-07-25,27.9
최저기온(℃),2011-07-25,23.2
최고기온(℃),2011-07-26,29.3
최저기온(℃),2011-07-26,21.1
최고기온(℃),2011-07-27,26.2
최저기온(℃),2011-07-27,22.3
최고기온(℃),2011-07-28,26.3
최저기온(℃),2011-07-28,22.8
최고기온(℃),2011-07-29,30.2
최저기온(℃),2011-07-29,23.9
최고기온(℃),2011-07-30,30.5
최저기온(℃),2011-07-30,24.4
최고기온(℃),2011-07-31,26.6
최저기온(℃),2011-07-31,23.2
최고기온(℃),2011-08-01,29.2
최저기온(℃),2011-08-01,23.3
최고기온(℃),2011-08-02,30.1
최저기온(℃),2011-08-02,24.4
최고기온(℃),2011-08-03,28.1
최저기온(℃),2011-08-03,23.7
최고기온(℃),2011-08-04,28.0
최저기온(℃),2011-08-04,23.7
최고기온(℃),2011-08-05,34.1
최저기온(℃),2011-08-05,23.4
최고기온(℃),2011-08-06,32.7
최저기온(℃),2011-08-06,26.1
최고기온(℃),2011-08-07,33.0
최저기온(℃),2011-08-07,24.9
최고기온(℃),2011-08-08,27.7
최저기온(℃),2011-08-08,23.6
최고기온(℃),2011-08-09,28.7
최저기온(℃),2011-08-09,24.4
최고기온(℃),2011-08-10,28.9
최저기온(℃),2011-08-10,23.2
최고기온(℃),2011-08-11,29.9
최저기온(℃),2011-08-11,24.5
최고기온(℃),2011-08-12,26.3
최저기온(℃),2011-08-12,24.1
최고기온(℃),2011-08-13,26.6
최저기온(℃),2011-08-13,23.9
최고기온(℃),2011-08-14,26.8
최저기온(℃),2011-08-14,23.9
최고기온(℃),2011-08-15,26.9
최저기온(℃),2011-08-15,22.9
최고기온(℃),2011-08-16,26.2
최저기온(℃),2011-08-16,23.6
최고기온(℃),2011-08-17,24.6
최저기온(℃),2011-08-17,22.8
최고기온(℃),2011-08-18,30.2
최저기온(℃),2011-08-18,21.5
최고기온(℃),2011-08-19,29.2
최저기온(℃),2011-08-19,21.7
최고기온(℃),2011-08-20,27.0
최저기온(℃),2011-08-20,20.3
최고기온(℃),2011-08-21,31.0
최저기온(℃),2011-08-21,18.7
최고기온(℃),2011-08-22,29.6
최저기온(℃),2011-08-22,19.8
최고기온(℃),2011-08-23,30.5
최저기온(℃),2011-08-23,18.1
최고기온(℃),2011-08-24,28.6
최저기온(℃),2011-08-24,21.2
최고기온(℃),2011-08-25,30.5
최저기온(℃),2011-08-25,21.0
최고기온(℃),2011-08-26,30.3
최저기온(℃),2011-08-26,23.2
최고기온(℃),2011-08-27,31.2
최저기온(℃),2011-08-27,23.5
최고기온(℃),2011-08-28,32.0
최저기온(℃),2011-08-28,24.3
최고기온(℃),2011-08-29,29.9
최저기온(℃),2011-08-29,24.5
최고기온(℃),2011-08-30,32.4
최저기온(℃),2011-08-30,24.2
최고기온(℃),2011-08-31,32.8
최저기온(℃),2011-08-31,23.6
최고기온(℃),2011-09-01,31.1
최저기온(℃),2011-09-01,22.9
최고기온(℃),2011-09-02,32.4
최저기온(℃),2011-09-02,22.9
최고기온(℃),2011-09-03,30.7
최저기온(℃),2011-09-03,20.3
최고기온(℃),2011-09-04,30.2
최저기온(℃),2011-09-04,19.4
최고기온(℃),2011-09-05,28.5
최저기온(℃),2011-09-05,19.5
최고기온(℃),2011-09-06,28.7
최저기온(℃),2011-09-06,18.8
최고기온(℃),2011-09-07,27.3
최저기온(℃),2011-09-07,17.5
최고기온(℃),2011-09-08,25.8
최저기온(℃),2011-09-08,20.4
최고기온(℃),2011-09-09,20.7
최저기온(℃),2011-09-09,19.0
최고기온(℃),2011-09-10,26.4
최저기온(℃),2011-09-10,18.0
최고기온(℃),2011-09-11,22.5
최저기온(℃),2011-09-11,19.5
최고기온(℃),2011-09-12,27.0
최저기온(℃),2011-09-12,20.0
최고기온(℃),2011-09-13,30.9
최저기온(℃),2011-09-13,20.9
최고기온(℃),2011-09-14,28.1
최저기온(℃),2011-09-14,22.8
최고기온(℃),2011-09-15,31.3
최저기온(℃),2011-09-15,21.2
최고기온(℃),2011-09-16,31.2
최저기온(℃),2011-09-16,21.7
최고기온(℃),2011-09-17,31.0
최저기온(℃),2011-09-17,21.6
최고기온(℃),2011-09-18,26.4
최저기온(℃),2011-09-18,17.5
최고기온(℃),2011-09-19,18.2
최저기온(℃),2011-09-19,14.5
최고기온(℃),2011-09-20,23.2
최저기온(℃),2011-09-20,13.4
최고기온(℃),2011-09-21,24.0
최저기온(℃),2011-09-21,12.4
최고기온(℃),2011-09-22,24.6
최저기온(℃),2011-09-22,11.9
최고기온(℃),2011-09-23,26.0
최저기온(℃),2011-09-23,13.5
최고기온(℃),2011-09-24,25.9
최저기온(℃),2011-09-24,14.4
최고기온(℃),2011-09-25,26.6
최저기온(℃),2011-09-25,14.6
최고기온(℃),2011-09-26,27.7
최저기온(℃),2011-09-26,14.8
최고기온(℃),2011-09-27,29.2
최저기온(℃),2011-09-27,15.4
최고기온(℃),2011-09-28,23.5
최저기온(℃),2011-09-28,16.6
최고기온(℃),2011-09-29,19.5
최저기온(℃),2011-09-29,15.5
최고기온(℃),2011-09-30,18.6
최저기온(℃),2011-09-30,10.3
최고기온(℃),2012-07-01,25.4
최저기온(℃),2012-07-01,19.2
최고기온(℃),2012-07-02,29.8
최저기온(℃),2012-07-02,21.7
최고기온(℃),2012-07-03,25.7
최저기온(℃),2012-07-03,19.7
최고기온(℃),2012-07-04,27.4
최저기온(℃),2012-07-04,22.6
최고기온(℃),2012-07-05,24.6
최저기온(℃),2012-07-05,20.9
최고기온(℃),2012-07-06,21.8
최저기온(℃),2012-07-06,19.9
최고기온(℃),2012-07-07,31.0
최저기온(℃),2012-07-07,18.5
최고기온(℃),2012-07-08,30.7
최저기온(℃),2012-07-08,21.4
최고기온(℃),2012-07-09,32.3
최저기온(℃),2012-07-09,21.9
최고기온(℃),2012-07-10,29.1
최저기온(℃),2012-07-10,21.7
최고기온(℃),2012-07-11,26.5
최저기온(℃),2012-07-11,21.0
최고기온(℃),2012-07-12,28.5
최저기온(℃),2012-07-12,21.1
최고기온(℃),2012-07-13,29.3
최저기온(℃),2012-07-13,21.8
최고기온(℃),2012-07-14,26.2
최저기온(℃),2012-07-14,20.4
최고기온(℃),2012-07-15,20.5
최저기온(℃),2012-07-15,19.1
최고기온(℃),2012-07-16,25.0
최저기온(℃),2012-07-16,19.0
최고기온(℃),2012-07-17,29.0
최저기온(℃),2012-07-17,21.6
최고기온(℃),2012-07-18,28.4
최저기온(℃),2012-07-18,24.7
최고기온(℃),2012-07-19,26.5
최저기온(℃),2012-07-19,22.4
최고기온(℃),2012-07-20,29.7
최저기온(℃),2012-07-20,22.1
최고기온(℃),2012-07-21,31.4
최저기온(℃),2012-07-21,24.1
최고기온(℃),2012-07-22,30.4
최저기온(℃),2012-07-22,23.7
최고기온(℃),2012-07-23,30.5
최저기온(℃),2012-07-23,25.6
